year,season,sfc_temp,sfc_salt,btm_temp,btm_salt,volume_100m3,ctyp_100m3,calfin_100m3,pseudo_100m3,tlong_100m3,cham_100m3,echino_100m3,larvaceans_100m3,para_100m3,gas_100m3,acarspp_100m3,mlucens_100m3,evadnespp_100m3,oithspp_100m3,chaeto_100m3,hyper_100m3,calminor_100m3,clauso,dec_100m3,euph_100m3,poly_100m3,fish_100m3,siph_100m3,coel_100m3,euph1_100m3,thecos_100m3,spirspp_100m3
1994,Spring,-0.759304575,0.305304388,-0.470323901,0.083181465,27.36275862,-0.037959547,0.009778223,0.003944847,0.384826462,0.057883893,0.182091025,0.633951633,-0.124087694,0.470921994,-0.009283645,0.038306403,-0.196871092,0.722013826,1.120551253,0.05865655,0.071092544,0.063124594,0.122065247,0.278922555,0.185461205,-0.111702437,0.410367767,0.501852837,0.321174133,-0.072351152,0.747773146
1994,Summer,NA,NA,NA,NA,33.75,0.146864826,0.006169679,-0.424166475,-0.161781997,0.127940712,0.466140147,0.335761694,0.263010131,0.287616227,0.3778615,0.339510781,0.321439615,0.574324181,0.823247766,0.236821036,-0.008384516,-0.11073507,0.19595952,0.336011775,-0.387099438,0.26870127,0.501340381,-0.149610262,0.234273507,-0.658517041,0.902059118
1994,Winter,-1.005685985,-0.381282819,-1.584428432,-0.766707668,14.09,1.589706131,-0.693825708,1.419160161,2.298530725,0.770671694,-0.099005499,0.432718485,1.090845316,1.574880434,-0.107663043,0.274591485,-0.109423288,0.770746531,1.126867317,0.58590073,-0.042972575,0.45251528,-0.086684599,-0.306046018,-0.061234523,-0.080148085,1.278743067,0.469256862,-0.238639199,1.54102037,0.505134195
1995,Fall,-0.202144051,0.057710629,0.339353514,-0.046265905,22.95794872,0.352289324,-0.026043734,-0.062115939,0.288350829,-0.066742176,-0.070520575,0.525943652,-0.040449104,0.072025257,-0.131370555,0.182124419,0.428533685,0.297840811,-0.163550541,0.040311044,-0.126047852,-0.399265447,0.150767295,0.640478609,0.217914915,-0.173139395,1.29112376,0.490563335,0.714034657,0.451604931,-0.355709907
1995,Spring,-1.004257662,-0.01892845,0.391263465,0.05619445,39.6828,1.172972999,0.198021251,0.47414735,0.725093538,0.498938517,0.900759404,1.846457217,-0.081972866,0.645890958,-0.279133467,0.378300897,0.130235335,0.920478758,0.043664611,0.029599274,-0.007738645,-0.271988025,-0.042683494,1.03048925,0.651291509,-0.037916894,0.169558358,0.025461441,1.096611283,-0.136025146,0.894171675
1995,Summer,0.009672283,-0.077896571,0.171385344,-0.722058794,30.20659091,0.455292557,-0.088954096,-0.032932415,1.002804989,0.98223664,-0.2080403,-0.314500419,-0.102268772,-0.222609711,-0.302971417,-0.033733968,0.501646857,-0.008679074,0.023439955,0.129229906,-0.02170356,-0.120860576,0.157836418,0.676606475,0.01552381,-0.209118499,-0.014965091,0.103309385,0.73651968,-0.035349329,-0.137844103
1995,Winter,1.43275934,0.231434309,1.767988049,0.680275934,14.371,0.714874689,0.401737599,-0.14741151,-0.406871909,-0.441700587,-0.099524925,0.322045236,1.090294812,0.624576768,-0.406529624,0.460971264,-0.11135812,1.201711801,0.14825688,0.561297852,-0.042018316,0.890164193,-0.195808233,-0.278699106,0.024221272,-0.330325329,0.954997976,0.360467743,-0.250642135,0.63606241,0.19561456
1996,Fall,-1.643266401,-0.546488277,0.824839795,-0.216663657,35.1505,0.802350738,0.034228819,0.009557004,1.122189931,-0.516781464,-0.128508897,0.426145042,1.059810909,0.564865806,-0.61545831,0.430595923,-0.031196636,0.86427429,-0.654673862,-0.394449836,-0.243781326,0.160233505,-0.049460422,0.532778549,0.197191494,-0.13121721,0.917715149,0.156106791,0.6625945,1.284542233,-0.432928357
1996,Spring,-1.550622113,-0.320084414,0.165611713,-0.11207363,30.70529412,0.387520496,0.254767166,0.130813023,0.818430378,0.331096702,0.753000244,1.16260562,-0.083923394,0.748024724,-0.399674353,0.310973953,0.082073655,-0.366724175,-0.176023717,0.553666511,-0.008807192,-0.366110299,-0.316860722,1.376013571,-0.151416849,-0.0691422,0.646386079,0.300630268,1.410941056,0.409526739,0.933363148
1996,Summer,0.401229009,-0.918937208,-0.530794101,-0.427977145,33.55714286,-0.167255472,-0.191708408,0.249388083,1.074269185,1.145103191,0.152524536,1.235397003,-0.219965563,0.58479526,-0.173255443,-0.053824444,1.024395483,0.091042515,-0.028444467,0.137035256,-0.010010503,-0.483964755,0.123780089,0.696931072,-0.028080653,0.55415965,-0.039391864,0.456641236,0.731816471,-0.641197613,1.666671845
1997,Fall,-0.423568159,0.020190683,0.340252085,-0.147064041,28.9452381,0.495311433,-0.00712721,0.094968788,0.689739342,0.381732334,-0.085517448,0.043415666,0.218703891,1.082579149,-0.414122353,0.07188979,-0.268548915,0.99541243,0.041674307,0.52860698,-0.075810172,0.911523886,-0.117359239,-0.148015705,-0.253723679,0.033882639,1.034709533,0.200100199,-0.240782953,0.859288405,0.441307559
1997,Spring,-0.983674875,0.089865578,0.367506206,-0.05799539,22.4345,1.269846509,-0.001957496,0.287104054,0.188080686,-0.097724031,0.308854802,-0.225100588,-0.136790571,1.004790185,-0.137760052,0.748722609,0.211775727,0.730652214,-0.263989771,1.515338876,-0.005070271,-0.421905538,-0.302145961,0.092035598,0.210397069,0.012519365,0.777135992,-0.121124937,0.190792387,0.791829165,0.395119705
1997,Summer,NA,NA,NA,NA,39.22352941,0.692888938,0.156292535,0.167789147,0.955732809,0.561709127,0.273769655,0.978598984,0.122410649,0.670348296,-0.116830865,0.258375353,0.848755676,0.988187006,-0.135765491,0.269677234,-0.017256307,0.103995313,0.134487227,0.864915666,0.486450192,-0.218327711,0.228082711,0.165302234,0.930811096,0.544449053,0.380283387
1997,Winter,-0.056597367,-0.60595294,0.941413463,0.108412072,8.0525,0.888685189,-0.319645339,-0.217130236,0.07940834,-0.034353376,-0.061164454,0.817477676,0.753724925,0.87010412,-0.322607775,0.07182114,-0.044855505,1.279147665,0.351953177,1.193476545,-0.065417318,-0.679727357,0.190965092,0.387504389,0.054660292,-0.345038106,1.587844468,0.221770668,0.402079813,0.861685459,0.521003386
1998,Fall,-1.334564831,-0.513596598,-0.733399713,-0.25985658,29.54722222,0.069377328,-0.419934261,0.303508312,1.14093208,0.079868765,0.362187768,0.785944709,-0.296760315,1.637763431,-0.377261277,0.696096337,0.247169695,1.532482691,-0.103407585,-0.215487241,-0.269198125,-1.009464994,0.032265274,-0.162010078,0.631413162,0.107399926,1.607401691,1.081733376,-0.019532599,0.262825891,1.852575361
1998,Spring,-0.562683135,-0.922944518,-0.458570916,-0.572348644,26.61333333,1.142209301,0.033365861,0.469782727,1.094744455,-0.184345012,1.608047143,1.633652965,-0.009376597,1.134422835,-0.176213445,0.518268509,0.325624596,1.061180687,0.093333761,0.068903881,-0.005233562,0.34836655,0.014155495,0.852617796,0.654795877,-0.089693689,1.553013026,0.128104567,0.949745015,1.381794364,-0.060293539
1998,Summer,0.174206431,-0.646156019,-0.44655066,-0.275170936,27.91242424,0.63404882,-0.252355172,0.059116916,0.995294491,0.207962795,0.462787784,0.78078107,-0.785459715,1.185121357,0.089089301,0.252260852,1.034870847,1.355331743,0.738191633,-0.09102622,-0.018515494,-0.573462289,0.197286363,0.603972235,0.747219233,-0.107766906,1.880574216,1.88916214,0.315933231,0.454068413,1.141472034
1998,Winter,-0.097094513,-0.698964481,0.736266068,0.11311128,11.82928571,0.866577314,-0.014232949,0.146143829,0.710171697,0.142415145,0.046812905,1.978535134,0.642516183,0.549328726,-0.086310202,0.193750982,0.195170758,1.411352064,0.281116615,0.649613942,-0.063813464,-0.101609953,0.092939938,0.085687458,0.25530314,-0.215020925,2.229085971,0.571566211,0.052444474,1.429264299,-0.583849933
1999,Fall,-0.494310897,0.342011481,0.123158941,0.466352679,36.58434783,0.440341366,0.264032074,-0.257888474,-0.016394529,-0.255331547,-0.17258717,-0.013149287,0.536142485,0.586504074,-0.499999378,0.400556437,-0.105593175,1.26333967,0.607398547,1.200034089,0.18444346,0.650690048,-0.094336526,0.358326289,-0.281306676,-0.179720851,1.7845186,0.141187405,0.073501821,0.467563255,0.18735109
1999,Spring,-0.098517279,0.167728821,-0.346901084,-0.068638291,36.93647059,1.859007902,-0.070389748,0.858987569,0.054077415,0.174897439,1.203590611,-1.49468189,0.037172628,1.823582258,-0.311933382,1.393737482,-0.203985425,1.382790415,-0.010157702,1.633014611,-0.00582968,0.581668385,-0.058485977,-1.221176428,0.750597829,-0.074243226,1.110121396,0.249653565,-1.131027077,2.682021699,-0.705090285
1999,Summer,1.243891736,0.237482127,0.548251843,0.510287657,58.99375,0.727194155,0.195622149,0.085168772,0.195706867,0.016013173,0.368209194,-0.395356885,0.011021685,0.645889799,0.176348999,0.74400098,-0.460158043,1.074485668,0.415181138,0.926647915,-0.019501309,-0.192485063,-0.041636164,-0.039890707,-0.008141685,-0.24415909,0.43586449,0.226494444,-0.051997711,0.458959801,-0.096855709
1999,Winter,0.046259523,-0.261594625,-0.494463296,-0.22021274,32.34105263,0.863390088,-0.340554961,0.683000075,0.405011572,-0.084545071,0.794975065,1.196214403,0.204064054,2.04164162,0.500234137,1.280125982,0.414603913,2.747110783,0.623394419,1.070059179,-0.0612219,-0.493182367,-0.144871225,-0.458340799,2.200519816,0.164768279,1.617050953,1.896166461,-0.159148039,2.056149899,0.273711071
2000,Fall,-0.604665572,0.161556781,0.967268353,-0.026724453,30.2825,0.63548415,-0.540270593,-0.101743112,0.29262537,-0.151229905,0.203481547,0.890984461,0.625118605,1.266884847,-0.222219025,0.591607213,1.189706822,1.618661554,1.423774879,0.06866398,-0.196244008,0.931167256,0.19860215,0.33393349,0.526258429,-0.118325919,2.045098053,0.84225026,0.368048806,0.774118441,0.146049864
2000,Spring,-0.50323754,0.616161002,0.519563515,0.224254456,37.83583333,2.030946939,0.323502719,0.406030815,0.036152831,0.182965119,0.309696103,0.77505808,0.566518215,0.365241262,-0.372609016,0.770706294,0.484096091,1.059241755,0.547598144,0.511911091,-0.008260399,1.197798422,-0.315725774,0.614201967,-0.303383889,0.015782089,1.30703622,0.310829899,0.674371325,-0.216599971,0.861820958
2000,Summer,0.213470302,0.096176514,0.209321896,-0.126223725,40.98135135,1.233340343,0.171000916,-0.22586269,0.791842342,-0.263814754,0.582461279,1.9496389,0.168029226,0.904649653,0.03748395,0.422685276,1.340657349,1.449389768,0.335995932,0.4406343,0.092080015,0.141522876,0.267856034,1.277777282,0.272092067,0.06322376,1.512367604,1.054384337,1.205969552,0.242394145,0.655576591
2001,Fall,-1.179202853,0.137733303,-0.164904855,-0.001437064,33.95911111,-0.869929399,0.411857803,-0.113171689,-0.086192216,-0.292333779,-0.094622516,-0.483208504,-1.201921672,-0.63284194,-0.405337355,0.287757717,-0.155567493,0.098681524,0.372352423,0.051703803,-0.152545524,-0.172697222,0.002572952,-0.408835232,-0.170110251,0.009566089,-1.069214147,-0.103293935,-0.439858347,-0.172569088,-0.418897584
2001,Spring,-0.875656385,-0.46405628,-0.73796702,-0.390205852,97.8865,1.560103625,0.379569133,1.041770745,0.938301262,0.415406604,2.388363616,1.902191885,0.759858353,1.869295127,-0.244727212,1.334913183,0.162850816,1.732905859,1.111619156,0.475298636,-0.007611738,0.241740868,0.472797953,0.913208141,1.092964491,0.34788968,0.804760021,0.087855035,0.982235614,1.685965635,0.628978304
2001,Summer,-0.770191632,-0.105166346,0.16421747,0.008806981,45.7959375,0.025673426,0.153016396,0.272331012,0.764737146,0.487439955,-0.143933612,0.487803328,-0.933659458,0.72779059,0.029769358,0.596231856,-0.130967366,0.865324377,1.497040819,1.335376024,-0.025343278,-0.550808174,-0.033157848,0.277436218,0.241146283,-0.050800206,-0.286600094,0.340239551,0.348859674,0.067309072,0.491695304
2002,Fall,-0.413225014,0.509372207,1.101482147,0.039001911,28.26032258,-0.062881531,0.127198296,-0.870868879,-0.222695033,-0.170101444,-0.053325265,-0.672705408,0.207876396,-1.043143088,-0.047007463,-0.437543842,0.201238434,-0.022924209,-0.208958711,0.012431529,0.091329663,1.011289821,0.116267861,-0.069947544,-0.189390847,0.094914201,-0.987618893,-0.070596328,-0.056534932,-0.441878367,-0.300585232
2002,Spring,0.038417305,0.253955814,0.226772984,-0.024169374,11.55888889,-0.564386618,-0.625838687,-1.410544624,-0.177942388,-0.150492611,-1.289040519,-1.490764882,0.073281358,-0.206258666,0.010409835,-0.872622605,-0.127752544,-0.847408091,-0.065673157,-0.478387086,-0.007037671,-0.283492377,-0.026141293,-0.849480897,-0.411303193,-0.151285061,-0.620229592,-0.027577577,-0.95964021,0.180444656,-0.318415051
2002,Summer,0.653239768,0.173873068,0.513794293,0.013270831,44.28755556,-0.741533127,0.214046995,-0.78424574,0.154274289,-0.102395657,-0.143931785,-0.385219876,0.152911067,-0.74699737,0.638581995,-0.656254669,0.001927179,-0.085891178,-0.07699915,-0.133103297,-0.022107045,-0.354545557,0.081459934,0.059470941,0.02118817,-0.008157502,-0.731930667,-0.116899929,0.090881495,-0.227163078,-0.240033587
2002,Winter,1.253197466,0.164712485,0.757343398,0.126390271,23.2495,-0.042144863,0.693032856,-0.03286762,0.051262275,-0.239162837,-0.07123823,-0.868777689,0.329155516,-0.66858433,-0.055073218,0.316334806,-0.05655208,0.880168205,-0.11879628,-0.649062488,-0.062826844,0.163781753,-0.26338765,-0.332961997,-0.350887796,-0.156401636,-0.923722772,-0.055138501,-0.28258205,0.278926091,-0.642202399
2003,Fall,-0.985970175,0.129329643,-0.073447621,-0.039375695,32.31208333,-1.045701759,0.425322429,0.094141497,-0.095762004,0.110101054,0.013975926,-0.107490314,-0.083890744,0.102330869,-0.424388284,-0.356021909,0.041635922,-0.280698099,-0.349499674,0.321913771,0.278789149,0.592658438,-0.018612919,-0.175002434,-0.299666284,-0.006087973,-0.394328658,0.018899835,-0.459408836,0.542298249,-0.147974051
2003,Spring,-1.767377038,0.469186518,-0.849381052,-0.060233328,100.5690476,-0.558581517,-0.016578002,-0.283384342,-0.451507304,0.078145797,-0.568433994,-0.905736717,-0.091740122,-0.59409337,-0.336118565,-0.10122629,-0.317990325,0.64248576,-0.159459561,-0.536378695,-0.006919851,-0.432021436,-0.076899157,-0.55277765,-0.59803493,0.018284845,-0.622517238,-0.060297324,-0.506349949,-0.535596445,-0.019601371
2003,Summer,-1.233932007,0.335182722,-0.226409906,0.316360996,36.17052632,-0.617992041,0.290298907,-0.317413085,-0.079718285,0.531288941,-0.257863263,0.076707449,0.16754208,-0.612499212,-0.097702352,-0.538874164,0.608599653,-0.745512995,-0.073353654,-0.198569891,0.181890745,-0.305614598,0.121285923,-0.127751752,-0.072483266,-0.376363179,-0.789418944,0.119791073,-0.093492981,-0.238580452,-0.198597554
2003,Winter,-0.432510616,0.508475848,0.860462343,-0.059155276,13.93136364,-0.829682787,0.364201083,-0.562392867,-0.184374337,-0.270922751,-0.072125714,-0.859811436,0.312540218,-0.396696145,-0.137296464,0.154657191,0.038123509,0.031533288,-0.178834571,-0.549924463,0.068148659,0.732394747,-0.036804005,0.000992159,-0.349651346,-0.25827103,-0.658925715,0.021119373,-0.040285775,0.098762504,-0.205766494
2004,Fall,-1.107207992,-0.250883775,-1.241294161,-0.430094832,29.02293103,-1.953241915,0.338217795,-0.287125564,-0.123899302,-0.209268823,-0.083133482,-0.33913769,-0.672093235,-0.451929289,-0.537652578,-0.494115907,-0.365494815,-0.341082569,-0.017945632,0.489280008,-0.160032424,-0.568722937,-0.135843342,-0.349529919,-0.175099765,-0.188806474,-0.359950747,-0.150565631,-0.278175835,-0.036823008,-0.114831401
2004,Spring,-2.117069483,0.11978327,-1.304494673,0.028228244,76.961,-1.064571648,-0.102002298,0.052701454,-0.213868353,-0.107258875,0.463500973,-0.5960622,-0.114128773,-1.059339111,-0.048136952,-0.920202389,-0.301523657,0.655176361,0.067863201,-0.495462132,-0.005413613,-0.311111735,-0.230791799,-0.652165073,-0.070368581,-0.040294244,-0.327047543,0.083539595,-0.948825956,-0.213689451,-0.656242229
2004,Summer,-0.855063773,0.077719978,-1.274736052,0.108346001,44.29965517,-1.299340333,0.25417308,-0.210320727,-0.559397433,-0.122502592,-0.394732617,-0.670375148,0.158826753,-0.441806984,-0.69194047,-1.030538083,-0.508063053,-0.383228376,0.16041726,-0.404206799,-0.014690992,-0.526885376,-0.068219517,-0.673583059,-0.308014363,-0.256286039,-0.590928648,0.030223346,-0.699568388,-0.314223811,0.280813324
2004,Winter,0.040357582,0.618069831,1.058384613,0.846892935,25.6625,-1.794564976,0.893817898,-0.995157459,-0.528637491,-0.358357826,-0.070875304,-1.059241852,-0.019735479,0.524893303,-0.333352332,-0.14235949,-0.054986181,-0.094866471,-0.765341782,-0.20815023,-0.063625481,0.504721917,-0.265627475,-0.661367148,-0.350003103,-0.347698992,-0.92572697,-0.050194018,-0.348666426,-0.115360062,0.947613272
2005,Fall,-0.889778817,-0.488091255,0.078980196,0.145768771,18.79676471,-1.837152599,-0.09165484,-0.519012753,-0.257993645,-0.224183375,-0.187233471,-0.581870069,-1.119933048,-0.625705191,-0.352148706,-0.320067356,-0.545518807,-0.720180939,-0.555588002,0.431714189,-0.042177158,0.656351216,-0.000711472,-0.514721568,-0.257631052,-0.017415871,-1.060732138,-0.100657632,-0.342849823,-0.129733097,-0.218352103
2005,Spring,-0.772968416,-0.428169057,-1.482886751,-0.821733981,43.04208333,-1.190027128,-0.295756036,-0.962921872,-0.257495371,-0.145136154,-0.391409414,-0.760584945,-0.122607546,-1.19699307,-0.245253526,-1.105544597,-0.118868256,0.23687095,-0.0285073,-0.556358351,-0.013576408,-0.163619254,-0.2026329,-0.684730002,0.03702834,-0.054863307,-0.582098986,0.095119961,-0.708369862,-0.510854944,-0.712840513
2005,Summer,-0.630932553,-0.525513545,-0.094217111,-0.126923627,24.48282609,-1.363117382,-0.230667824,-0.59415404,0.138340943,0.37562473,-0.292736495,-0.500279925,-0.490240803,-1.13604062,-0.349667173,-0.814833535,-0.047453766,-0.862956353,-0.214891996,-0.336920334,-0.024428473,-0.27040759,0.052246289,-0.168307049,-0.307018449,-0.109531552,-0.667510341,-0.119963505,-0.139605131,-0.460288846,-0.239199639
2005,Winter,-0.940719755,-0.698945464,-0.959418818,-0.472748448,18.47941176,-1.164268374,0.53203967,-0.063672096,0.087686695,0.056590242,-0.063915784,-0.58374782,-0.285271048,-0.922067885,-0.021439205,-0.511437876,-0.047578064,-0.064921158,-0.472824285,-0.646018004,-0.065000678,-0.125386122,-0.196555411,-0.424276417,-0.258718081,-0.136893502,-0.930183916,0.155491479,-0.153992874,0.052075973,-0.665888821
2006,Fall,-0.439066296,-0.041960475,0.932316512,0.156654258,28.4173913,-0.356931601,0.093180654,-0.255988112,-0.221947429,-0.07781605,-0.063456188,-0.359794104,0.470771179,0.007899954,-0.192038179,-0.02737264,-0.269317961,0.380888162,-0.758574641,-0.021792357,-0.107050495,1.495932513,-0.159075362,-0.313821794,-0.233983587,0.009982305,-0.157690197,0.003183409,-0.269800211,0.297848988,-0.093057108
2006,Spring,0.08879077,0.176101742,1.125867356,0.52840402,102.2,-1.141241115,-0.281184051,-1.750865096,-0.301954125,-0.270882553,1.048206731,0.099417667,-0.130285171,-1.182519988,-0.215276741,-0.738171681,-0.292119872,0.597000859,-0.385325322,-0.723893787,-0.004508925,0.021484932,-0.176777333,-0.361948634,0.094192116,-0.170897301,-0.173910239,-0.202505809,-0.257860915,-0.664353071,-0.50933391
2006,Summer,0.30383731,-0.297390455,0.846049911,0.244434908,30.743,-0.722661233,-0.075165542,-0.862297735,0.147447798,0.027009936,-0.040529322,-0.001476864,0.61970477,-0.939246063,0.375686404,-1.029228147,0.209715108,-0.33879918,-0.206292222,-0.33660579,0.034406865,0.347887961,0.214963924,-0.450991551,-0.061672715,-0.012907584,-0.318979678,0.058782227,-0.371677113,-0.394903683,-0.182661779
2006,Winter,0.614909797,-0.479007579,0.982351044,0.325366158,12.195,-1.293555393,0.367342021,-0.967095009,-0.065492411,-0.032717818,-0.067628517,-0.557657767,-0.661069115,-1.460319815,-0.073252079,-0.27953252,-0.051623906,-0.521789952,-0.523434807,-0.603926395,-0.064209244,-0.142466144,-0.146494453,-0.040917726,-0.353740152,-0.006709992,-0.663045789,0.03817368,0.104346625,-0.44871891,-0.736878216
2007,Fall,-0.851413939,0.032428947,-0.536699112,0.038337041,33.25809524,-0.9034027,0.417013002,-0.366300974,-0.114174305,-0.170362834,-0.082253646,-0.365708816,-0.511851976,-1.040796501,-0.520743209,-0.233252519,-0.26797407,-0.435673429,-0.574711545,0.948563227,-0.289879397,-0.353583551,0.010308543,-0.564019586,0.028363593,0.034011741,-1.104588902,-0.117706324,-0.396474852,-0.406432574,-0.434676007
2007,Spring,-0.148600112,0.321141035,0.478283416,0.256266039,25.17060606,-0.522210701,0.087588556,-0.576144904,-0.114071728,-0.056752691,-0.004515608,-0.089833259,0.263965692,-1.003423493,-0.08467694,-0.383163238,-0.115441916,0.130897419,-0.182074602,-0.500164445,-0.031538025,0.23905281,-0.017071626,-0.343660717,-0.253363791,-0.177754043,0.017145498,0.08188396,-0.324697533,-0.23943738,-0.421374035
2007,Summer,0.675172754,0.055504967,-0.562282631,-0.057265391,40.72789474,-0.836667265,0.064264607,-0.515106085,-0.435894356,-0.186688668,-0.362058205,-0.154733898,-0.661003601,-0.993576031,-0.697834375,-0.484006678,-0.292228368,-0.147349202,-0.259485464,0.2035112,-0.018770146,-0.584685296,-0.062750508,-0.989054288,0.282552555,-0.02425728,-0.625370489,0.122545169,-0.919135072,-0.305899003,-0.307036795
2007,Winter,1.247654771,0.173289868,0.146713081,-0.271056651,16.47363636,0.001892453,0.334075212,0.315546343,0.183579641,0.104503439,-0.057533721,0.155430221,0.496737168,-0.668793314,0.383917963,0.060595956,-0.041638465,0.946121126,0.009710893,-0.652392227,-0.065735584,0.549717505,-0.052327421,-0.491080753,-0.120476069,-0.116668169,-0.642308642,0.498994818,-0.15434201,-0.314468312,-0.292034276
2008,Fall,-0.49949857,-0.126454993,-0.542693926,-0.038180447,28.60119048,-0.246309953,0.266193381,-0.44293005,-0.182933034,-0.049572367,-0.212046639,-0.453413305,0.250940623,-0.439874355,-0.421967675,-0.315168729,-0.340733218,-0.389274304,-0.630375181,0.573734338,0.7359696,1.052946643,-0.185660614,-0.484758359,-0.114459688,0.053271941,-0.549247033,-0.081084087,-0.497466198,0.100329144,-0.239521878
2008,Spring,-0.082084235,0.189482442,0.093267708,0.189588778,21.86675676,-1.282815583,0.120550686,-0.749067092,-0.192667621,-0.179467384,-0.446874173,-1.047825765,-0.372605327,-1.580880823,-0.223393864,-1.028955417,-0.168911522,-0.624501743,-0.384511584,-0.254278512,-0.038041895,-0.699850202,-0.166730066,-0.802519845,-0.371392992,-0.021800202,-0.76707435,-0.080743604,-0.859317813,-0.565395997,-0.713320036
2008,Summer,0.409696486,-0.245128337,-0.529350046,-0.02998826,32.46451613,-0.33350273,0.027410779,-0.274884833,0.234791654,0.345485373,-0.177492718,-0.135474571,0.086384703,-0.364386315,-0.205565244,-0.799578192,-0.283836329,0.040704309,-0.222296224,0.738518617,0.030538028,-0.103422787,0.018631912,-0.298250673,-0.046831859,0.061439077,-0.656214333,-0.039211545,-0.221624976,0.129912946,-0.167369569
2009,Fall,-0.511309394,-0.003147132,-0.229870886,-0.360547508,29.0555,-0.26618922,-0.07374463,0.091513554,0.119406429,0.349766739,0.196597885,0.487648712,-0.135974635,0.197104913,0.098764637,-0.054832752,0.248268937,0.265543139,-0.227602658,-0.212924235,0.013771348,1.013591478,-0.090871612,-0.162071334,-0.174040562,0.113520601,-0.529876799,-0.245685712,-0.161557361,-0.037918689,0.207316261
2009,Spring,-0.358328756,0.059408212,0.138224213,0.188011701,35.16538462,-0.920966752,0.262389455,-0.969441547,-0.284065887,-0.056387782,0.104309047,-0.265541678,-0.321590721,-0.724621224,-0.212585338,-0.846986234,-0.108431928,0.158947322,-0.560316784,-0.298742244,-0.041041009,-0.127421145,-0.034505659,-0.491242983,-0.183834984,-0.012223167,-0.33219201,-0.086595678,-0.424922454,0.073892758,-0.557816309
2009,Summer,0.692452322,-0.039176809,-0.244361046,0.229559274,36.94648649,-0.471418285,0.135003981,-0.113827153,-0.131872858,0.306530389,-0.309706345,0.352820757,0.04279457,-0.938193022,-0.337597843,-0.649732213,-0.315921485,0.142799077,-0.074241419,0.390163323,0.063526524,-0.362412149,-0.224630114,0.114108545,0.185185821,0.034798593,-0.511049974,-0.234360118,0.169317549,-0.358342139,-0.38089371
2010,Fall,-0.908736648,0.27595702,0.82649198,0.304007634,20.30069767,-0.067481404,-0.114887925,-0.23361628,-0.616870739,-0.218391982,-0.260654147,-0.306665809,-0.069048426,0.358792254,-0.497543817,-0.285297753,-0.333972892,-0.186178853,-0.951568094,0.160894654,-0.283696839,0.818681506,-0.014217833,-0.086055715,-0.1959109,-0.023481523,-0.340656829,-0.241626933,-0.155855822,0.752547304,-0.199727955
2010,Spring,0.110536286,-0.45447472,-0.205005765,-0.50630106,23.25861111,0.119419846,0.228879145,0.391678087,0.484990871,0.245045532,-0.162691289,1.056158942,-0.049118792,-0.527511273,0.093194003,0.029131715,0.160890047,0.834675096,-0.277755085,-0.722420374,0.009204952,0.449239958,0.133684969,0.216371363,0.270161159,0.347773266,0.15518241,-0.059267699,0.455574488,0.221256631,-0.534525578
2010,Summer,1.445295294,-0.261113801,0.554056533,-0.085688767,31.74769231,-0.014135211,-0.156025392,0.260783505,0.340139084,0.146285044,-0.246306834,-0.437411288,-0.039632724,-0.758676394,-0.094200598,0.009973451,0.056816021,0.105936254,-0.180979516,0.209390784,-0.025520988,0.024291064,0.019962872,0.04186142,-0.04418094,-0.042379463,0.32283507,0.123446148,0.041127325,-0.365013978,-0.278424247
2011,Fall,-0.360637472,-0.359819918,0.715320343,0.265409616,20.72096774,-0.042540044,0.180244527,-0.153627526,-1.006320601,-0.40864526,-0.208799579,0.077001754,0.446666448,0.391255169,-0.135162382,-0.229868853,-0.070420337,-0.08674507,-0.830656297,-0.10695859,-0.114286892,1.110687609,-0.074316591,-0.481755342,0.014108641,0.173827931,-0.529908374,-0.076098338,-0.442187395,0.825759938,-0.227842152
2011,Spring,-0.114093578,-0.588638812,1.010477068,-0.105359255,14.91136364,-0.231117443,-0.034938056,-0.016540023,0.318808569,0.128631811,0.101966591,0.416433162,0.243576049,-0.274588239,0.317764107,-0.122096672,0.02019895,0.239356327,-0.458591327,-0.722111402,-0.020449609,0.580167923,0.077341094,0.049919194,-0.154183902,0.213343077,-0.028784817,-0.072162637,0.14684139,0.388619014,-0.510384129
2011,Summer,0.338931275,-0.537560745,1.108757121,0.178542105,33.9740625,-1.22747013,0.043459145,-0.796038824,-0.523561372,-0.438916816,-0.588483253,-0.724089422,-0.108923345,-0.975837913,-0.478615629,-0.210276704,-0.490479904,-0.820699977,-0.258160416,-0.391673209,-0.008048093,-0.244579081,-0.345086543,-0.889024827,-0.386692502,-0.251117421,-0.505593822,-0.177064466,-0.851873112,-0.266552331,-0.391394607
2012,Fall,1.000284395,-0.060900626,1.828669873,0.128305612,33.12243243,0.437597021,-0.380500498,-1.041418042,0.645436692,0.034762391,1.185315371,0.72185445,0.686040272,2.240459358,0.030812933,-0.163083943,1.35142578,1.314981955,0.786982186,0.638641342,0.721291567,0.877739373,-0.181773538,1.314524618,0.553894832,-0.070167297,1.3415909,-0.130193463,1.520425255,2.395326635,-0.212426084
