Year,Season,EPU,volume_1m2,SmCalanoida,LgCalanoida,Bryozoa,Chaetognatha,Cirripedia,Cnidaria,Cyclopoida,Decapoda,Polychaeta,Diplostraca,Echinodermata,Euphausiacea,Gammaridea,Hyperiidea,Mollusca,Mysidacea,Ostracoda,Protozoa,Thecosomata,Tunicata
2002,1,3,34.9225,65265.0455,317025.549,805.843,287.6275,32.764,0,14703.7325,0,0,0,0,153.9,124.552,29.0115,2296.4315,238.2205,0,53.6835,2296.4315,2146.0535
2003,1,3,22.70363636,88206.04864,217412.3368,5629.481818,167.5768182,731.0831818,141.8031818,9494.489545,195.9754545,0,85.635,0,295.9540909,32.10636364,120.395,1200.480455,0,0,0,1171.935455,170.2618182
2004,1,3,53.7,5691.5575,574192.84,0,0,0,0,2378.64,0,0,0,0,0,0,489.6975,11435.3875,0,1484.1925,0,11435.3875,0
2005,1,3,29.4265,30701.0325,253631.3225,394.831,129.0645,56.0715,56.8485,1162.458,2.3305,39.3045,0,0,61.599,1.5535,85.404,638.2995,1.5535,0,0,454.204,502.5165
2006,1,3,20.55333333,6302.694583,177229.3492,54.005,23.04291667,102.095,125.2329167,469.2258333,39.30041667,0,0,0,208.27875,5.268333333,56.44625,42.01083333,23.70791667,26.47875,0,36.79208333,490.2158333
2007,1,3,20.8244,28461.2116,180324.6168,94.6684,261.3456,1375.908,1689.2164,3596.3812,47.246,94.57,0,0,51.8608,9.6052,83.7124,682.4788,6.7576,23.2604,0,539.1228,1097.3796
2008,1,3,33.398,22399.894,276601.489,470.7545,134.918,85.703,0,989.297,32.43,144.7455,0,0,85.0205,0,258.8305,48.9045,49.373,0,0,32.43,218.539
2009,1,3,23.37037037,20211.11037,134958.8015,58.00518519,43.39777778,30.68740741,1146.892222,2503.226667,49.35222222,24.78518519,0,0,109.1244444,0,154.0022222,807.9259259,75.05925926,0,0,783.2451852,1320.909259
2010,1,3,9.565909091,52225.915,65231.32409,378.7127273,277.8309091,4871.355,2543.315455,2671.193182,129.7818182,128.4104545,0,0,182.3481818,6.838636364,123.3931818,1013.272727,43.71,18.17772727,0,838.6804545,21452.82091
2011,1,3,6.734722222,36099.01639,56998.18833,92.54194444,123.8352778,1816.086944,1587.613056,1330.762222,168.2991667,50.92027778,16.44166667,0,152.6061111,9.552777778,57.71833333,1533.558056,19.42416667,69.34333333,0,1344.464167,3391.881111
2012,1,3,13.32,81374.17905,85941.06905,300.0333333,85.11809524,241.2119048,3891.28619,1287.072381,149.8833333,157.4980952,145.9390476,0,547.8085714,0,174.8685714,26671.08429,0,23.25857143,0,26631.10714,1380.717143
2013,1,3,7.895714286,63788.25,60910.75429,2175.572857,8260.997143,107156.4414,6361.53,21471.81857,1111.395714,723.0385714,0,0,3480.507143,317.5414286,244.5814286,7626.248571,0,682.7442857,112.0428571,6197.311429,7064.931429
2014,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,1,3,15.86875,102161.3563,67022.84125,4153.0825,8662.68125,10092.825,7361.59875,12040.1225,277.06875,157.9025,0,0,1033.46875,0,199.81,1613.92875,0,3448.24375,20.555,426.765,6856.4425
2018,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977,1,4,6.003333333,4739.093333,11623.05333,0,189.6566667,0,0,380.9133333,1145.326667,13.07666667,0,0,1436.17,0,68.15,322.3533333,0,0,10.31333333,228.87,20.63
1978,1,4,15.86,5304.466667,80663.14667,0,501.9933333,0,0,52.65666667,0,0,0,0,666.2266667,0,4592.88,0,0,0,0,0,0
1979,1,4,11.405,242331.9742,142857.6275,0,3702.7425,0,5913.1125,16173.7925,0,530.1575,30.455,23.4925,2026.0875,17.94916667,3021.405,95297.22833,34.9425,563.0666667,9442.635833,91591.59583,2917.4675
1980,1,4,17.22285714,53190.44429,115269.9143,0,3958.237143,0,2203.367143,20745.4,12.53428571,120.1614286,0,0,1264.737143,12.53428571,971.4642857,1140.224286,56.40428571,0,173.51,575.6114286,0
1981,1,4,11.2826087,139173.4391,76383.52,0,781.5334783,2.364347826,1937.84087,3021.573478,5.883478261,20.1673913,0,0,556.7547826,209.2543478,2751.576087,33001.44435,0.615652174,0,3326.317391,31765.51435,15.01347826
1982,1,4,16.88181818,18562.64636,204443.0736,0,367.0954545,0,2063.660909,2110.830909,33.67,39.13181818,125.0218182,0,87.43727273,19.15545455,1102.228182,1545.048182,0,0,490.5236364,1534.59,732.9518182
1983,1,4,8.81,36822.495,65486.48964,0,190.9560714,7.710714286,0,874.1789286,18.73571429,64.13035714,12.575,0,205.1546429,35.25678571,0,4480.827857,14.26571429,4.07,0,4364.028571,424.7396429
1984,1,4,8.980454545,43938.76136,33722.48864,0,18.41545455,6.613636364,4.059545455,73.43227273,59.26727273,10.45681818,0,10.45681818,562.1159091,43.29818182,8.580909091,1015.595455,3.501363636,15.24545455,5190.486364,740.5213636,140.6354545
1985,1,4,5.675,28750.942,34820.1195,0,75.1675,0,2.6575,294.4265,0,96.4795,4.117,0,393.0985,104.0115,65.326,16383.9235,36.278,22.7635,1613.8005,16327.6675,867.4645
1986,1,4,4.250416667,17461.94167,18250.83917,0,9.102083333,2.734166667,21.69958333,101.68625,3.708333333,67.99708333,0,0,206.2191667,31.56166667,61.81125,5324.09625,0,4.692083333,4313.234167,4965.594167,452.3695833
1987,1,4,6.688461538,77221.68077,31885.11692,0,53.01538462,16.19076923,239.1423077,232.1461538,14.72307692,3.543076923,0,0,154.7684615,0,283.2369231,927.9230769,0,17.57923077,43.38846154,783.2723077,953.4553846
1988,1,4,9.281111111,46395.89333,23442.56222,0,1706.496667,0,155.4511111,105.3466667,0,18.28333333,0,43.74333333,296.44,23.90333333,202.4188889,263.6166667,61.80333333,0,401.2533333,215.2466667,0
1989,1,4,11.41555556,9310.912222,85324.63889,0,142.3544444,0,50.27222222,99.86555556,17.12444444,17.12444444,0,0,634.2977778,0,233.9155556,810.5566667,0,115.6755556,0,797.9477778,0
1990,1,4,12.475,135032.535,24559.32833,873.795,2205.541667,0,1041.57,12375.68,0,203.0833333,0,0,361.495,306.3816667,490.88,3846.218333,0,0,1725.023333,3835.87,10.34833333
1991,1,4,14.808,233135.264,104729.31,3147.39,848.01,0,1329.608,12635.166,0,0,0,0,390.264,82.038,4237.886,9972.002,0,0,0,9895.97,3943.586
1992,1,4,10.07,54031.27167,59487.01417,402.4083333,1124.624167,63.33083333,6653.061667,4144.015,34.89833333,54.0775,34.89833333,7.669166667,159.3425,260.9741667,1053.039167,9818.9925,139.5933333,16.8275,352.4441667,9800.44,1881.646667
1993,1,4,16.885,327343.7083,37654.13,304.405,6922.591667,0,3080.851667,26541.215,0,0,156.3633333,0,200.0216667,94.96333333,4427.915,4778.141667,0,0,472.7616667,4778.141667,607.7116667
1994,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,1,4,7.641111111,39698.13111,46015.06111,66.98,491.09,18.14111111,1890.033333,3800.425556,0,117.2622222,0,0,380.6766667,14.65222222,354.0166667,4706.016667,29.30444444,0,29.39444444,4687.875556,1474.275556
1996,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,1,4,7.146666667,41123.23667,29540.47667,100.7466667,492.7366667,97.65333333,2250.97,25991.77667,0,0,0,0,195.7666667,0,1475.34,7050.333333,0,0,0,7050.333333,1861.606667
1998,1,4,15.96666667,22300.84333,62732.915,322.3766667,423.7133333,0,26076.87167,13569.50333,15.615,61.29,60.10666667,0,669.5516667,0,1451.921667,1558.241667,0,0,0,1541.023333,5763.593333
1999,1,4,20.77,54962.55444,174826.2367,3260.802222,870.3222222,126.93,11108.06667,84840.44889,69.35777778,890.4711111,0,0,1102.674444,95.94333333,2513.445556,45691.37333,0,889.7011111,2934.11,45080.05444,8485.181111
2000,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,1,4,5.722222222,9381.411111,39681.90778,24.86888889,225.5788889,0,12.20333333,1989.811111,0,12.20333333,0,0,138.1755556,47.06777778,54.87666667,1429.392222,0,134.2333333,527.4922222,1290.31,117.6222222
2003,1,4,7.295714286,20009.99429,54750.64857,10.02571429,735.2528571,0,0,233.3528571,0,0,0,0,252.8671429,108.9285714,63.71428571,462.1214286,2766.862857,0,69.31857143,462.1214286,108.4685714
2004,1,4,53.5,12782.07,368854.34,0,1369.51,0,4565.03,1826.01,0,0,0,0,913.01,0,913.01,1826.01,0,1369.51,0,1826.01,0
2005,1,4,17.29,15074.15667,127269.4975,25.96,147.5766667,0,216.5291667,1231.039167,0,0,0,0,231.855,33.00416667,574.3333333,374.9025,0,14.85083333,0,370.8058333,733.7625
2006,1,4,6.528888889,9463.704444,46477.03556,47.48111111,542.1733333,5.797777778,1358.574444,1341.87,17.67444444,0,0,0,195.4544444,0,38.71222222,297.5333333,0,127.2555556,81.16888889,297.5333333,3718.187778
2007,1,4,16.11,35696.4,104910.54,41.63333333,199.24,0,7433.046667,8613.13,0,91.02333333,0,0,465.73,0,124.9033333,524.5566667,0,91.02333333,0,524.5566667,985.5666667
2008,1,4,17.34142857,3019.067143,130874.27,6.334285714,322.74,0,0,247.01,0,50.61571429,0,0,54.88,0,45.54285714,180.5814286,0,6.334285714,8267.181429,73.88571429,149.2985714
2009,1,4,11.526,2956.488,28236.236,3.63,736.824,0,302.402,792.548,62.33,29.826,0,0,75.74,35.618,18.716,287.798,0,12.018,0,97.176,1830.686
2010,1,4,10.26333333,61235.99333,41318.87333,0,42.61,0,367.38,459.36,360.9566667,20.05333333,0,0,0,20.05333333,760.8633333,60.16,0,0,0,60.16,187.9866667
2011,1,4,7.30375,9543.1875,52712.5975,130.895,61.99125,0,5806.98625,1171.0725,10.90125,9.4425,0,0,105.12375,0,178.3275,610.7325,0,109.185,0,610.7325,44.72
2012,1,4,8.618181818,53273.48636,47523.17909,28.64545455,238.4554545,137.7163636,1414.156364,11058.91455,0,0,12.15909091,0,1094.769091,0,469.5054545,9209.937273,36.06454545,190.9481818,108.1936364,9163.616364,4928.553636
2013,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,1,4,12.3275,8757.7675,104226.74,322.4425,2109.6825,0,22157.2,4433.75,17.8075,71.23,0,0,2134.6875,0,255.34,362.7725,0,2154.72,249.3075,362.7725,492.7275
2018,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977,2,1,28.43719697,467279.4097,216952.1519,0,28575.48044,5944.596667,5083.343259,9069.241259,4463.376296,367.967037,11318.63126,172.9908889,1386.845407,209.0708148,1045.05163,958.5277037,43.96548148,743.3825926,0.861481481,857.3426667,573.2082963
1978,2,1,17.32308511,257889.0926,135538.1695,0,10979.41823,488.5355208,1181.61625,2848.650833,2172.940417,234.1211458,22412.34021,25.20989583,940.3709375,49.32416667,4489.706563,2672.475625,286.2526042,372.1222917,0,2152.130208,8493.371771
1979,2,1,14.10557971,289913.2229,50863.07547,0,10428.8282,4884.459353,1153.094892,5510.152302,9266.610791,634.6506475,15387.27619,38.09755396,2697.222374,460.4338129,443.8019424,127833.0245,381.0990647,159.874964,1263.364101,127578.022,31056.10252
1980,2,1,15.46056522,298988.5711,165128.4546,0,7944.522241,2352.251509,1698.604784,10792.73953,10222.40543,751.6712069,23705.78233,424.7858621,6441.942328,978.4785776,1231.441767,14372.36953,507.6207328,119.1995259,2502.273491,13629.35789,36601.64453
1981,2,1,13.10733607,219751.8255,91304.33664,0,5671.70832,3720.616967,3048.716025,7302.096516,2082.085205,419.6807377,4098.784467,627.3531148,6169.22459,239.7846721,1359.059754,2986.510779,86.15245902,145.2627869,4218.29123,2502.220533,59304.94824
1982,2,1,15.34274286,268511.3686,136508.514,0,12207.84471,2503.003904,1073.620856,7469.547647,5606.787166,582.8887166,19897.0423,2482.589198,3138.984332,194.3010695,4733.62615,51096.11668,159.7786096,185.0735829,7498.274225,38834.9008,87808.03064
1983,2,1,11.92169492,158385.3585,57857.94565,0,8363.606855,1617.275323,1183.107823,3270.246774,3344.748952,182.1544355,7978.137742,175.8154032,836.3408065,235.6866935,3414.716774,19287.0125,52.10887097,51.52112903,4509.965484,19139.31581,15246.44798
1984,2,1,14.55371212,282776.615,163033.9307,0,16297.05522,11884.55522,1510.974701,3862.894104,8024.814403,733.6635821,1786.690672,4201.490299,4388.50597,465.8841045,138.2206716,12077.09896,745.7225373,263.8842537,5633.003955,11854.08007,20268.08007
1985,2,1,16.44579787,390038.2315,178524.811,0,2324.508404,1156.571011,496.1303191,4069.90633,9664.698191,410.3454255,5054.339521,9799.456117,2456.89516,262.3482979,2383.397234,67342.59606,580.5880851,86.2687234,475.0192553,66073.02356,10919.16606
1986,2,1,18.27548193,346663.1327,120251.0404,0,4739.693193,972.1887952,2233.269277,4246.117711,7870.164458,819.7198193,23259.64777,7106.178795,3991.962229,155.3498795,8132.735783,775449.3461,34.66144578,148.5224096,14099.26789,774333.003,20381.61886
1987,2,1,28.7890146,323215.2868,292477.7802,40.50627737,17318.26595,26431.5015,13714.52938,5618.09719,7754.401934,1222.831022,64038.53007,14407.50781,10131.18124,2686.530839,6230.831533,40654.39058,180.4320073,322.6525547,8929.88938,40027.21872,77531.52974
1988,2,1,12.84716667,272640.4983,106081.2938,0,3988.267167,2936.563333,1725.792667,4170.785667,376.6505,83.58733333,6212.902167,14.2725,1317.819167,74.733,1286.362667,25256.24083,318.5078333,111.167,5950.681833,25139.38883,19584.63367
1989,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,2,1,28.00642857,874576.5529,136779.0764,38.22,1672.5,4272.173929,2511.983929,40896.04714,88.11035714,704.0592857,1336.388571,479.9921429,3524.543571,130.3153571,1501.742857,154048.3011,0,728.5246429,11360.61429,153471.1336,88976.15786
1991,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,2,1,20.87605263,421421.7058,114846.3992,256.4878947,3337.511316,9299.463684,7451.158947,19065.93263,5773.207632,296.4602632,3733.802368,1294.918684,3182.228421,336.5818421,910.04,61847.01211,9.828947368,16.56105263,290.3392105,61663.68579,20015.34211
1993,2,1,23.96392157,453233.7733,236472.7331,730.8594118,12266.30275,17164.40333,4974.521373,34641.26569,3117.848431,3057.881176,88135.78098,10085.85922,5412.90098,220.4009804,1699.907647,6748.980784,44.19529412,251.1592157,558.6956863,6482.719216,38448.33
1994,2,1,23.86961538,332071.8171,146305.46,181.1839286,20178.51286,273.9010714,11767.83429,24060.90643,5139.509286,4416.493929,47377.65036,8619.376786,2686.499643,57.975,347.6289286,22575.22321,18.72321429,555.5125,825.6782143,19623.06286,6602.169286
1995,2,1,15.88868217,319395.3116,94089.81767,164.3226357,17225.53,1699.619302,4710.480543,14285.35163,2881.860853,178.0355814,2687.411705,483.6356589,3112.467442,228.5135659,11561.91132,64974.67155,4.681472868,27.34193798,289.2378295,64305.47287,5873.270388
1996,2,1,29.16821429,672701.5631,156205.6655,576.9696429,6501.575952,8822.978214,24056.64393,18855.26238,5981.987857,968.0175,4118.405952,41772.55929,5494.887262,92.52666667,6712.425238,140009.8404,40.50214286,168.0571429,514.622381,139596.0124,40916.26976
1997,2,1,12.51510638,390589.7751,33301.49468,199.5408511,3057.33766,2648.461277,8001.066596,41084.89191,566.0655319,460.1097872,46180.8483,447.1976596,4553.216809,40.49191489,5215.239787,164182.784,189.6478723,30.11148936,4343.041277,163732.0521,22095.98532
1998,2,1,26.05116505,723608.5307,185538.4869,1213.012816,7462.651456,3106.898932,38386.22767,38253.5032,3895.127282,3151.100388,51428.21,10109.80107,5130.987573,322.1624272,3885.59233,100764.7562,12.96281553,211.9599029,2586.609806,99087.90922,40911.00078
1999,2,1,16.12176471,501163.6625,86703.85608,1779.561961,2933.671373,11381.86471,3604.135294,19643.31686,644.7968627,2981.578431,618.1270588,1509.760196,3383.608235,102.9527451,907.2854902,67723.5649,35.76862745,1148.603137,285.6988235,66490.23882,16531.8551
2000,2,1,20.19447917,641330.8203,134531.0916,310.72,10305.01667,2419.991042,11596.815,24929.16313,4596.019271,808.7422917,5357.842917,2984.033854,7264.419479,403.0505208,8485.543854,43455.95167,6.8225,179.7885417,8457.339896,41882.50958,15094.28615
2001,2,1,29.38350515,1289856.509,163539.8551,1450.271443,15184.26835,3114.574845,3349.78701,48234.33155,2106.934227,5815.554845,49035.61557,4665.730206,7080.402474,3442.359381,60138.35247,225916.7352,17.57412371,787.741134,6774.68701,225447.3074,10358.06928
2002,2,1,20.74092784,729543.2493,119907.9054,439.4137113,8200.323505,1030.297526,11617.79278,37408.61959,2977.92433,763.2829897,2717.624536,1091.496392,4142.07134,182.5095876,33997.45052,147703.279,0,1900.089175,6009.973918,146495.9414,15949.14711
2003,2,1,25.80347826,556655.7846,297716.4954,215.7165217,4416.743261,2703.765217,64.63869565,13675.32283,72.80043478,754.8078261,6.752608696,38.41804348,1706.592391,378.5517391,852.7952174,6383.148913,38.55782609,463.4543478,0,6349.161304,37758.2087
2004,2,1,33.32821053,484859.3552,313270.6832,56.97273684,20521.71516,13482.22463,2750.642211,35138.55589,2569.703263,694.0783158,16747.26032,7074.145053,5169.555263,1051.702632,12618.56705,439888.6231,79.85242105,519.1097895,20195.05642,439216.9143,33124.634
2005,2,1,25.39257732,289514.3805,288194.984,256.9385567,17853.80546,4314.488866,4988.665567,14010.97216,2890.35866,4449.060206,24346.1134,33662.77144,6128.69299,341.2858763,5788.876701,13543.03392,37.83886598,281.1303093,141.4524742,12681.11144,102804.2791
2006,2,1,18.55306931,511335.5534,138521.9972,45.87029703,19470.79752,1729.635347,12069.61663,11665.03495,2884.505842,1741.342574,29545.48663,306.2150495,1982.212475,190.5542574,13114.17881,50799.93089,111.2990099,71.16554455,7146.326238,50355.01248,11358.82307
2007,2,1,25.00715686,392315.6846,194423.957,35.0854902,7530.213824,302.4656863,6363.192647,10746.9201,2132.343431,252.3153922,96.16843137,3999.180098,3003.675196,289.5030392,53419.32206,34657.85716,3.438137255,70.06558824,890.9589216,34536.4101,22351.71127
2008,2,1,17.53066667,669670.7767,68909.554,0,9483.699778,834.4095556,566.7122222,7584.382889,776.2546667,154.0366667,95.16422222,2533.988222,1588.704889,75.93777778,5683.884444,44162.06267,16.06533333,13.32133333,178.3511111,43322.37111,588.0846667
2009,2,1,20.78594059,324008.2396,162685.8285,5.321485149,9717.25495,863.8107921,8802.48099,10601.12812,1719.171881,335.7317822,4082.816337,1594.328317,5714.398614,163.5726733,29680.89832,309633.4861,13.6760396,296.1816832,876.7953465,309087.7584,8103.31396
2010,2,1,15.65989583,170239.6886,167612.3863,72.6003125,6454.246771,6308.397292,65218.78906,7709.059896,2342.888438,605.6797917,75292.70948,29805.5524,3869.567396,143.6578125,4505.453229,3820.199167,36.44625,42.49572917,683.2320833,2647.279375,30437.81906
2011,2,1,24.90486111,261236.9914,75089.67889,130.4104167,22137.48792,2037.879306,45550.25958,13146.06444,2128.546528,4434.912778,17915.82083,6590.965139,2197.303472,413.5501389,12944.87958,54765.48222,107.2054167,73.15638889,1202.259306,53472.12583,72958.11819
2012,2,1,16.74122222,463214.3796,88285.49378,83.32922222,14033.63989,427.6178889,489.1542222,15982.37778,3948.354333,326.1305556,2796.681222,1274.749556,3405.955222,112.3924444,35461.87278,260446.5288,194.2216667,72.69877778,11552.35689,249054.4652,4199.404667
2013,2,1,21.25010204,469765.3753,195042.4929,43.41673469,8802.960204,7914.886224,712.8555102,23142.13235,948.2234694,1419.805408,13888.1749,423.9247959,1391.850612,1986.524184,59356.79663,20650.20847,9.539387755,110.8188776,1040.957041,19905.62061,14341.90959
2014,2,1,23.97580645,603140.2942,217897.4623,683.5125806,6737.949032,6944.702903,6276.143548,35041.87387,117.7964516,1296.165806,35507.13032,82546.40387,11518.36806,80.90548387,2665.410968,25649.61387,0,179.346129,2483.917419,24531.06452,38625.33903
2015,2,1,15.51333333,436037.4368,36887.96195,602.8832184,6340.372989,11925.32322,9054.223908,19203.82747,1354.723103,595.4332184,37051.18,4121.394598,16061.80126,27.92988506,6827.495517,168648.6875,2.11091954,218.0378161,4404.736667,163589.4621,117987.7243
2016,2,1,17.8595614,363420.9217,99536.5064,243.3215789,10139.43281,549.9907018,8168.117018,17830.02079,2245.298684,1328.67307,42747.67184,98443.30719,4775.582105,330.0666667,19707.75105,269419.9701,21.88263158,208.7420175,10233.35114,268204.1411,75119.91272
2017,2,1,17.1590566,486385.7829,144920.4487,262.0615094,11276.85236,13116.03962,2126.019245,13652.78311,1558.671604,885.5869811,43355.61736,10731.90283,2001.655755,226.0836792,24010.23377,22137.00858,13.0745283,968.1357547,2191.52783,20379.35217,47018.31925
2018,2,1,22.84375,382709.5372,204637.7363,62.88138889,24473.37514,2306.226667,11630.085,17591.10611,6098.913194,676.4693056,10253.33097,17722.47847,11189.64611,128.97375,4381.459444,33040.44069,120.2509722,310.7748611,3001.948472,26639.19028,13593.1775
2019,2,1,17.28471264,170680.121,185145.7247,59.74264368,19060.08368,4186.488391,4887.464253,13100.69218,1504.453103,240.4289655,21339.47575,5546.015747,2105.449655,420.9277011,20154.37943,17651.0769,2.168965517,223.4611494,952.6597701,11277.38172,35804.75793
2020,2,1,11.55612903,418015.8906,46596.29613,0,18751.5271,369.1293548,154.5687097,5103.527097,225.0958065,59.2683871,75954.55613,1202.540968,2592.460323,16.39387097,5024.344516,359290.3684,15.87451613,0,6858.138387,358846.8119,3732.114194
2021,2,1,16.75802469,243554.1107,155203.7633,29.73493827,10930.12827,1889.932716,8674.42321,20058.74988,2652.110123,145.5025926,24853.75667,3031.781481,5688.992346,168.572963,6507.406543,178398.7717,2.448271605,157.8979012,10009.71568,177758.2341,58318.20272
2022,2,1,10.4308046,290965.5689,101521.4031,41.01505747,27093.74092,1235.87092,11191.66161,17369.43437,592.4897701,161.9437931,6113.624368,47.42701149,2031.419885,102.017931,21633.30172,95512.64862,1.623563218,76.91551724,2428.780805,93959.22782,12885.93287
1977,2,2,60.90044444,231598.6121,543943.1256,0,10770.48,14949.3404,930.9058586,4953.231212,2445.76404,3952.730404,54.82262626,823.0635354,2242.095758,21476.33929,1284.388788,2016.994949,868.2481818,1608.485051,0,0,0
1978,2,2,42.79136364,155480.7324,467612.4951,0,36520.45422,21674.89356,15152.85867,590.4724444,1790.283333,6008.449778,0,8534.103111,1068.096444,350.184,11772.07689,102.036,202.8546667,9563.567778,0,18.24622222,0
1979,2,2,52.4721875,107176.338,209934.2944,0,16371.05281,48146.05672,41171.09891,4138.040781,2275.108125,2318.268438,981.9076563,14699.89078,9692.519688,5015.727813,1587.44875,23177.20578,641.9507813,184.101875,5512.911563,22487.64391,18602.46484
1980,2,2,35.92304762,120715.8394,357526.1913,0,17004.94206,35896.11925,5144.043925,16871.91766,3148.23972,5380.871402,713.5078505,21265.49916,12075.52215,881.5937383,1493.106075,3568.529065,382.1216822,95.74841121,1958.535607,2311.158131,25795.33916
1981,2,2,27.67192308,172992.7298,310493.2391,0,11932.93394,42606.09375,4126.456538,3615.514038,2051.031635,2134.748654,218.7832692,8916.593654,3918.653558,688.7896154,3264.337788,7780.297308,184.7372115,492.2413462,1465.825,6604.440481,29139.58385
1982,2,2,23.59075472,263008.1456,283577.7383,0,15421.92491,28235.15849,672.3831132,7726.009245,2742.307642,708.1178302,264.8268868,30731.88547,3873.05934,6782.666698,7508.29934,31845.36481,201.9593396,252.9266038,15887.75264,14660.21142,77931.05085
1983,2,2,30.16015873,107503.6248,143118.5827,0,10479.69444,22587.77825,848.852381,3314.117619,7828.500952,1728.498095,1203.897143,27933.07651,5156.945556,8105.859206,4140.773016,8804.708571,194.7466667,0,1542.971429,6061.757619,48481.73333
1984,2,2,28.90626866,101506.1579,339837.4457,0,12409.8703,19017.3009,679.221194,1741.649254,4056.215075,4271.02194,1321.492388,5400.624627,11619.97358,20773.46567,307.6464179,17559.10821,1114.057313,99.82432836,601.9456716,89.11313433,12234.05567
1985,2,2,65.41861702,80737.71032,339510.8333,0,13399.04755,73121.10798,3123.030851,5968.986064,3936.959894,9431.801809,36.34882979,232288.754,7514.661915,7145.916809,359.6834043,12277.45457,1091.528191,198.7197872,331.6954255,6566.144043,20177.08681
